idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
236,"On the multi - layer GA architecture , the coreference edges again lead to an improvement of 2 % , setting a new state - of - theart on this dataset .",Model,Model,natural_language_inference,40,"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']","['O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O']","['O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'B-b', 'I-b', 'O', 'B-p', 'I-p', 'O', 'B-b', 'B-p', 'B-b', 'I-b', 'O', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O']",36,0.5901639344262295,235,0.8483754512635379,36,0.6,1,1,results
245,"Cloze - style QA : Lastly , we test our models on the CNN dataset from , which consists of pairs of news articles and a cloze - style question over the contents .",Model,Model,natural_language_inference,40,"['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",45,0.7377049180327869,244,0.8808664259927798,45,0.75,1,1,results
257,Augmenting the bi - GRU model with MAGE leads to an improvement of 2.5 % on the test set .,Model,Model,natural_language_inference,40,"['B', 'O', 'B', 'I', 'I', 'I', 'B', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O']","['B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'B-p', 'I-p', 'O', 'B-b', 'O', 'B-ob', 'I-ob', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",57,0.9344262295081968,256,0.924187725631769,57,0.95,1,1,results
258,"The previous best results for this dataset were achieved by the GA Reader , and we see that adding MAGE to it leads to a further improvement of 0.7 % , setting a new state of the art .",Model,Model,natural_language_inference,40,"['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","['O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-b', 'O', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",58,0.9508196721311475,257,0.927797833935018,58,0.9666666666666667,1,1,results
2,"BART : Denoising Sequence - to - Sequence Pre-training for Natural Language Generation , Translation , and Comprehension",title,title,natural_language_inference,41,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0.0,1,0.0038910505836575876,1,0.0,1,1,research-problem
4,"We present BART , a denoising autoencoder for pretraining sequence - to - sequence models .",abstract,abstract,natural_language_inference,41,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",1,0.125,3,0.011673151750972763,1,0.125,1,1,research-problem
17,"In this paper , we present BART , which pre-trains a model combining Bidirectional and Auto - Regressive Transformers .",Introduction,Introduction,natural_language_inference,41,"['O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'O', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'B-p', 'B-b', 'O', 'O', 'B-p', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",5,0.22727272727272727,16,0.0622568093385214,5,0.22727272727272727,1,1,model
18,BART is a denoising autoencoder built with a sequence - to - sequence model that is applicable to a very wide range of end tasks .,Introduction,Introduction,natural_language_inference,41,"['B', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']","['B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",6,0.2727272727272727,17,0.06614785992217899,6,0.2727272727272727,1,1,model
19,"Pretraining has two stages ( 1 ) text is corrupted with an arbitrary noising function , and ( 2 ) a sequence - to - sequence model is learned to reconstruct the original text .",Introduction,Introduction,natural_language_inference,41,"['B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","['B-n', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'B-n', 'B-p', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['B-b', 'O', 'B-b', 'I-b', 'O', 'O', 'O', 'B-b', 'B-p', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'B-b', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O']",7,0.3181818181818182,18,0.07003891050583658,7,0.3181818181818182,1,1,model
20,"BART uses a standard Tranformer - based neural machine translation architecture which , despite its simplicity , can be seen as generalizing BERT ( due to the bidirectional encoder ) , GPT ( with the left - to - right decoder ) , and many other more recent pretraining schemes ( see .",Introduction,Introduction,natural_language_inference,41,"['O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'B-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-b', 'B-b', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O', 'O', 'B-b', 'O', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",8,0.36363636363636365,19,0.07392996108949416,8,0.36363636363636365,1,1,model
154,"We pre-train a large model with 12 layers in each of the encoder and decoder , and a hidden size of 1024 .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['O', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'B-n', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'B-b', 'I-b', 'O', 'B-ob', 'O']",1,0.03225806451612903,153,0.5953307392996109,1,0.07692307692307693,1,1,experiments
155,"Following RoBERTa , we use a batch size of 8000 , and train the model for 500000 steps .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['B', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'O', 'O', 'B', 'O', 'B', 'B', 'B', 'I', 'O']","['B-p', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O']","['B-p', 'B-b', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'O', 'O', 'B-p', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'O']",2,0.06451612903225806,154,0.5992217898832685,2,0.15384615384615385,1,1,experiments
156,Documents are tokenized with the same byte - pair encoding as GPT - 2 .,Experimental Setup,Experimental Setup,natural_language_inference,41,"['B', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'O']","['B-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['B-b', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O']",3,0.0967741935483871,155,0.603112840466926,3,0.23076923076923078,1,1,experiments
157,"Based on the results in Section 4 , we use a combination of text infilling and sentence permutation .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'O', 'B-ob', 'I-ob', 'O']",4,0.12903225806451613,156,0.6070038910505836,4,0.3076923076923077,1,1,experiments
158,"We mask 30 % of tokens in each document , and permute all sentences .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['O', 'B', 'B', 'I', 'B', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O']","['O', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O']","['O', 'B-p', 'B-b', 'I-b', 'B-p', 'B-b', 'B-p', 'B-ob', 'I-ob', 'O', 'O', 'B-p', 'B-ob', 'I-ob', 'O']",5,0.16129032258064516,157,0.6108949416342413,5,0.38461538461538464,1,1,experiments
160,"To help the model better fit the data , we dis abled dropout for the final 10 % of training steps .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'B', 'O', 'B', 'I', 'I', 'B', 'B', 'I', 'O']","['B-p', 'I-p', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['B-p', 'I-p', 'O', 'B-b', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-p', 'I-p', 'B-b', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",7,0.22580645161290322,159,0.6186770428015564,7,0.5384615384615384,1,1,experiments
163,"The most directly comparable baseline is RoBERTa , which was pre-trained with the same resources , but a different objective .",Experimental Setup,Experimental Setup,natural_language_inference,41,"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-b', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O', 'O', 'O', 'B-ob', 'I-ob', 'O']",10,0.3225806451612903,162,0.6303501945525292,10,0.7692307692307693,1,1,experiments
169,We also experiment with several text generation tasks .,Experimental Setup,Generation Tasks,natural_language_inference,41,"['O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'O']",16,0.5161290322580645,168,0.6536964980544747,1,0.25,1,1,experiments
175,"To provide a comparison with the state - of - the - art in summarization , we present results on two summarization datasets , CNN / DailyMail and XSum , which have distinct properties .",Experimental Setup,Valid Summarization,natural_language_inference,41,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-b', 'B-p', 'B-b', 'I-b', 'I-b', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O']",22,0.7096774193548387,174,0.6770428015564203,2,0.14285714285714285,1,1,experiments
178,"Nevertheless , BART outperforms all existing work .",Experimental Setup,Valid Summarization,natural_language_inference,41,"['O', 'O', 'B', 'B', 'O', 'O', 'O', 'O']","['O', 'O', 'B-n', 'B-n', 'O', 'O', 'O', 'O']","['O', 'O', 'B-b', 'B-b', 'O', 'O', 'O', 'O']",25,0.8064516129032258,177,0.688715953307393,5,0.35714285714285715,1,1,experiments
180,"BART outperforms the best previous work , which leverages BERT , by roughly 6.0 points on all ROUGE metrics - representing a significant advance in performance on this problem .",Experimental Setup,Valid Summarization,natural_language_inference,41,"['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'O', 'B', 'B', 'I', 'I', 'B', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'O', 'O', 'B-p', 'B-ob', 'O', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'O', 'O', 'O', 'O']",27,0.8709677419354839,179,0.6964980544747081,7,0.5,1,1,experiments
183,"We evaluate dialogue response generation on CONVAI2 , in which agents must generate responses conditioned on both the previous context and a textually - specified persona .",Experimental Setup,Dialogue,natural_language_inference,41,"['O', 'B', 'B', 'I', 'I', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",30,0.967741935483871,182,0.708171206225681,10,0.7142857142857143,1,1,experiments
184,BART outperforms previous work on two automated metrics .,Experimental Setup,Dialogue,natural_language_inference,41,"['B', 'B', 'B', 'I', 'B', 'B', 'I', 'I', 'O']","['B-n', 'B-n', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['B-ob', 'B-s', 'B-ob', 'I-ob', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O']",31,1.0,183,0.7120622568093385,11,0.7857142857142857,1,1,experiments
186,We use the recently proposed ELI5 dataset to test the model 's ability to generate long freeform answers .,Abstractive QA,Abstractive QA,natural_language_inference,41,"['O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0.043478260869565216,185,0.7198443579766537,13,0.9285714285714286,1,1,experiments
187,"We find BART outperforms the best previous work by 1.2 ROUGE - L , but the dataset remains a challenging , because answers are only weakly specified by the question .",Abstractive QA,Abstractive QA,natural_language_inference,41,"['O', 'B', 'B', 'B', 'O', 'B', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,2,0.08695652173913043,186,0.7237354085603113,14,1.0,1,1,experiments
194,For each row we experiment on the original WMT16 Romanian - English augmented with back - translation data .,Abstractive QA,Translation,natural_language_inference,41,"['O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",9,0.391304347826087,193,0.7509727626459144,6,0.75,1,1,experiments
196,"1 . Preliminary results suggested that our approach was less effective without back - translation data , and prone to overfitting - future work should explore additional regularization techniques .",Abstractive QA,Translation,natural_language_inference,41,"['O', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",11,0.4782608695652174,195,0.7587548638132295,8,1.0,1,1,experiments
2,A Fully Attention - Based Information Retriever,title,,natural_language_inference,42,"['O', 'O', 'O', 'O', 'O', 'B', 'I']","['O', 'O', 'O', 'O', 'O', 'B-n', 'I-n']","['O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob']",1,0.0,1,0.0034602076124567475,1,0.0,1,1,research-problem
9,Question - answering ( QA ) systems that can answer queries expressed in natural language have been a perennial goal of the artificial intelligence community .,I. INTRODUCTION,I. INTRODUCTION,natural_language_inference,42,"['B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0.004608294930875576,8,0.02768166089965398,6,0.16216216216216217,1,1,research-problem
12,"That is , in fact , the proposed focus of recent open - domain QA datasets , such as SQuAD .",I. INTRODUCTION,I. INTRODUCTION,natural_language_inference,42,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O']",4,0.018433179723502304,11,0.03806228373702422,9,0.24324324324324326,1,1,research-problem
13,"In SQuAD , each problem instance consists of a passage P and a question Q. A QA system must then provide an answer A by selecting a snippet from P .",I. INTRODUCTION,I. INTRODUCTION,natural_language_inference,42,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",5,0.02304147465437788,12,0.04152249134948097,10,0.2702702702702703,1,1,research-problem
