labels,text,predicates,subj/obj,triple_A,triple_B,triple_C,triple_D
research-problem,"In recent years , many text and language understanding tasks have been advanced by neural network architectures .",[],[],[],[],[],[]
experimental-setup,All models are implemented in the Torch framework .,"[('implemented in', (3, 5))]","[('Torch framework', (6, 8))]",[],[],[],[]
tasks,We use Adagrad with a learning rate of 0.3 .,"[('use', (1, 2)), ('with', (3, 4)), ('of', (7, 8))]","[('Adagrad', (2, 3)), ('learning rate', (5, 7)), ('0.3', (8, 9))]",[],[],[],[]
tasks,"We choose embedding size d = 300 , pre-trained ( fixed ) Word2 Vec word vectors 8 , ? = 0.6 , ? = 0.1 and window size of 20 for the hyperlinks .","[('choose', (1, 2))]","[('embedding size d', (2, 5)), ('300', (6, 7)), ('pre-trained ( fixed ) Word2 Vec word vectors', (8, 16))]",[],[],[],[]
tasks,"Our local and global ED models are trained on AIDA - train ( multiple epochs ) , validated on AIDA - A and tested on AIDA - B and other datasets mentioned in Section 7.1 .","[('trained on', (7, 9)), ('validated on', (17, 19)), ('tested on', (23, 25))]","[('AIDA - train ( multiple epochs )', (9, 16)), ('AIDA - A', (19, 22))]",[],[],[],[]
tasks,"We use Adam with learning rate of 1e - 4 until validation accuracy exceeds 90 % , afterwards setting it to 1e - 5 .","[('use', (1, 2)), ('with', (3, 4)), ('of', (6, 7)), ('until', (10, 11)), ('exceeds', (13, 14)), ('setting it to', (18, 21))]","[('Adam', (2, 3)), ('learning rate', (4, 6)), ('1e - 4', (7, 10)), ('validation accuracy', (11, 13)), ('90 %', (14, 16)), ('1e - 5', (21, 24))]",[],[],[],[]
experimental-setup,Variable size mini-batches consisting of all mentions in a document are used during training .,"[('consisting of', (3, 5)), ('used during', (11, 13))]","[('Variable size mini-batches', (0, 3)), ('training', (13, 14))]",[],[],[],[]
tasks,"Hyper- parameters of the best validated global model are : ? = 0.01 , K = 100 , R = 25 , S = 7 , ? = 0.5 , T = 10 .","[('of', (2, 3)), ('are', (8, 9))]","[('Hyper- parameters', (0, 2)), ('best validated global model', (4, 8)), ('? = 0.01', (10, 13))]",[],[],[],[]
tasks,"For the local model , R = 50 was best .","[('For', (0, 1)), ('was', (8, 9))]","[('local model', (2, 4)), ('R = 50', (5, 8)), ('best', (9, 10))]",[],[],[],[]
tasks,"To regularize , we use early stopping , i.e. we stop learning if the validation accuracy does not increase after 500 epochs .","[('use', (4, 5)), ('after', (19, 20))]","[('early stopping', (5, 7)), ('validation accuracy', (14, 16)), ('does not increase', (16, 19)), ('500 epochs', (20, 22))]",[],[],[],[]
experimental-setup,"By using diagonal matrices A , B , C , we keep the number of parameters very low ( approx. 1.2 K parameters ) .","[('using', (1, 2)), ('keep', (11, 12)), ('approx.', (19, 20))]","[('diagonal matrices A , B , C', (2, 9)), ('number of parameters', (13, 16)), ('very low', (16, 18))]",[],[],[],[]
tasks,"We also experimented with diagonal plus low - rank matrices , but encountered quality degradation .","[('experimented with', (2, 4)), ('encountered', (12, 13))]","[('diagonal plus low - rank matrices', (4, 10)), ('quality degradation', (13, 15))]",[],[],[],[]
results,Our method outperforms the well established Wikipedia link measure and the method of using less information ( only word - entity statistics ) .,"[('of using', (12, 14))]","[('outperforms', (2, 3)), ('well established Wikipedia link measure', (4, 9)), ('less information ( only word - entity statistics', (14, 22))]",[],[],[],[]
results,"We emphasize that our global ED model outperforms Huang 's ED model , likely due to the power of our local and joint neural network architectures .","[('emphasize', (1, 2)), ('of', (18, 19))]","[('our global ED model', (3, 7)), ('outperforms', (7, 8)), (""Huang 's ED model"", (8, 12)), ('power', (17, 18)), ('our local and joint neural network architectures', (19, 26))]",[],[],[],[]
research-problem,Pre-training of Deep Contextualized Embeddings of Words and Entities for Named Entity Disambiguation,[],[],[],[],[],[]
research-problem,"In this paper , we propose a new contextualized embedding model of words and entities for named entity disambiguation ( NED ) .","[('propose', (5, 6)), ('for', (15, 16))]","[('named entity disambiguation ( NED )', (16, 22))]",[],[],[],[]
research-problem,Named entity disambiguation ( NED ) refers to the task of assigning entity mentions in a text to corresponding entries in a knowledge base ( KB ) .,[],"[('Named entity disambiguation ( NED )', (0, 6))]",[],[],[],[]
model,"In this paper , we describe a new contextualized embedding model for words and entities for NED .","[('for', (15, 16))]","[('words', (12, 13)), ('NED', (16, 17))]",[],[],[],[]
model,"Following , the proposed model is based on the bidirectional transformer encoder .","[('based on', (6, 8))]","[('bidirectional transformer encoder', (9, 12))]",[],[],[],[]
model,"It takes a sequence of words and entities in the input text , and produces a contextualized embedding for each word and entity .","[('takes', (1, 2)), ('in', (8, 9)), ('produces', (14, 15)), ('for', (18, 19))]","[('sequence of words and entities', (3, 8)), ('input text', (10, 12)), ('contextualized embedding', (16, 18)), ('each word and entity', (19, 23))]",[],[],[],[]
model,"Inspired by MLM , we propose masked entity prediction , a new task that aims to train the embedding model by predicting randomly masked entities based on words and non-masked entities in the input text .","[('propose', (5, 6)), ('based on', (25, 27)), ('in', (31, 32))]","[('masked entity prediction', (6, 9)), ('randomly masked entities', (22, 25)), ('words and non-masked entities', (27, 31)), ('input text', (33, 35))]",[],[],[],[]
model,The NED model addresses the task by capturing word - based and entity - based contextual information using the trained contextualized embeddings .,"[('addresses', (3, 4)), ('by capturing', (6, 8)), ('using', (17, 18))]","[('NED model', (1, 3)), ('task', (5, 6)), ('word - based and entity - based contextual information', (8, 17)), ('trained contextualized embeddings', (19, 22))]",[],[],[],[]
experiments,"We also set the feed - forward / filter size to 4096 , the dropout probability applied to all layers was 0.1 , and the maximum word length in an input sequence was set to 512 .","[('set', (2, 3)), ('to', (10, 11)), ('applied to', (16, 18)), ('was', (20, 21)), ('in', (28, 29)), ('set to', (33, 35))]","[('feed - forward / filter size', (4, 10)), ('4096', (11, 12)), ('dropout probability', (14, 16)), ('all layers', (18, 20)), ('0.1', (21, 22)), ('maximum word length', (25, 28)), ('input sequence', (30, 32)), ('512', (35, 36))]",[],[],[],[]
hyperparameters,"Other parameters , namely the parameters in the MEP and the embeddings for entities , were initialized randomly .","[('namely', (3, 4)), ('in', (6, 7)), ('for', (12, 13))]","[('Other parameters', (0, 2)), ('parameters', (5, 6)), ('MEP and the embeddings', (8, 12)), ('entities', (13, 14)), ('initialized randomly', (16, 18))]",[],[],[],[]
experiments,"We used the Adam optimizer with a learning rate of 2 e - 5 , ?1 = 0.9 , ?2 = 0.999 , and L2 weight decay of 0.01 .","[('used', (1, 2)), ('with', (5, 6)), ('of', (9, 10)), ('of', (27, 28))]","[('Adam optimizer', (3, 5)), ('learning rate', (7, 9)), ('2 e - 5', (10, 14)), ('L2 weight decay', (24, 27)), ('0.01', (28, 29))]",[],[],[],[]
hyperparameters,The batch size was set to 252 .,"[('set to', (4, 6))]","[('batch size', (1, 3)), ('252', (6, 7))]",[],[],[],[]
experiments,"We set the batch size to 32 , and used the Adam optimizer with a learning rate of 2 e - 5 , ?1 = 0.9 , ?2 = 0.999 , and L2 weight decay of 0.01 .","[('set', (1, 2)), ('to', (5, 6)), ('used', (9, 10)), ('with', (13, 14)), ('of', (17, 18)), ('of', (35, 36))]","[('batch size', (3, 5)), ('32', (6, 7)), ('Adam optimizer', (11, 13)), ('learning rate', (15, 17)), ('2 e - 5', (18, 22)), ('?1 = 0.9 , ?2 = 0.999', (23, 30)), ('L2 weight decay', (32, 35)), ('0.01', (36, 37))]",[],[],[],[]
results,"As shown , our models outperformed all previously proposed models .",[],"[('outperformed', (5, 6))]",[],[],[],[]
results,"Furthermore , using pseudo entity annotations boosted the accuracy by 0.3 % .","[('using', (2, 3)), ('boosted', (6, 7)), ('by', (9, 10))]","[('pseudo entity annotations', (3, 6)), ('accuracy', (8, 9)), ('0.3 %', (10, 12))]",[],[],[],[]
research-problem,Deep contextualized word representations,[],[],[],[],[],[]
model,"In this paper , we introduce a new type of deep contextualized word representation that directly addresses both challenges , can be easily integrated into existing models , and significantly improves the state of the art in every considered case across a range of challenging language understanding problems .","[('introduce', (5, 6)), ('in', (36, 37)), ('across', (40, 41))]","[('deep contextualized word representation', (10, 14)), ('existing models', (25, 27)), ('significantly improves', (29, 31)), ('state of the art', (32, 36))]",[],[],[],[]
model,Our representations differ from traditional word type embeddings in that each token is assigned a representation that is a function of the entire input sentence .,"[('differ from', (2, 4)), ('in', (8, 9)), ('assigned', (13, 14)), ('of', (20, 21))]","[('traditional word type embeddings', (4, 8)), ('each token', (10, 12)), ('representation', (15, 16)), ('function', (19, 20))]",[],[],[],[]
model,We use vectors derived from a bidirectional LSTM that is trained with a coupled lan - guage model ( LM ) objective on a large text corpus .,"[('use', (1, 2)), ('derived from', (3, 5)), ('trained with', (10, 12)), ('on', (22, 23))]","[('vectors', (2, 3)), ('bidirectional LSTM', (6, 8)), ('coupled lan - guage model ( LM ) objective', (13, 22)), ('large text corpus', (24, 27))]",[],[],[],[]
model,"For this reason , we call them ELMo ( Embeddings from Language Models ) representations .","[('call', (5, 6))]","[('ELMo ( Embeddings from Language Models ) representations', (7, 15))]",[],[],[],[]
model,"Unlike previous approaches for learning contextualized word vectors , ELMo representations are deep , in the sense that they are a function of all of the internal layers of the biLM .","[('are', (11, 12)), ('function of', (21, 23)), ('of', (28, 29))]","[('ELMo representations', (9, 11)), ('deep', (12, 13)), ('all of the internal layers', (23, 28)), ('biLM', (30, 31))]",[],[],[],[]
model,"More specifically , we learn a linear combination of the vectors stacked above each input word for each end task , which markedly improves performance over just using the top LSTM layer .","[('learn', (4, 5)), ('stacked above', (11, 13)), ('for', (16, 17)), ('markedly', (22, 23)), ('over', (25, 26))]","[('linear combination of the vectors', (6, 11)), ('each input word', (13, 16)), ('each end task', (17, 20)), ('performance', (24, 25)), ('using the top LSTM layer', (27, 32))]",[],[],[],[]
model,"Simultaneously exposing all of these signals is highly beneficial , allowing the learned models select the types of semi-supervision that are most useful for each end task .","[('Simultaneously exposing', (0, 2)), ('is', (6, 7)), ('allowing', (10, 11)), ('for', (23, 24))]","[('all of these signals', (2, 6)), ('highly beneficial', (7, 9)), ('learned models', (12, 14)), ('types of semi-supervision', (16, 19)), ('most useful', (21, 23)), ('each end task', (24, 27))]",[],[],[],[]
model,"Our approach also benefits from subword units through the use of character convolutions , and we seamlessly incorporate multi-sense information into downstream tasks without explicitly training to predict predefined sense classes .","[('benefits from', (3, 5)), ('through the use of', (7, 11)), ('seamlessly incorporate', (16, 18)), ('into', (20, 21)), ('without explicitly', (23, 25))]","[('subword units', (5, 7)), ('character convolutions', (11, 13)), ('multi-sense information', (18, 20)), ('downstream tasks', (21, 23)), ('predefined sense classes', (28, 31))]",[],[],[],[]
model,context2vec uses a bidirectional Long Short Term Memory ( LSTM ; to encode the context around a pivot word .,"[('uses', (1, 2)), ('to encode', (11, 13)), ('around', (15, 16))]","[('context2vec', (0, 1)), ('bidirectional Long Short Term Memory ( LSTM ;', (3, 11)), ('context', (14, 15)), ('pivot word', (17, 19))]",[],[],[],[]
model,"We show that similar signals are also induced by the modified language model objective of our ELMo representations , and it can be very beneficial to learn models for downstream tasks that mix these different types of semi-supervision .","[('show', (1, 2)), ('induced by', (7, 9)), ('of', (14, 15)), ('that mix', (31, 33))]","[('similar signals', (3, 5)), ('modified language model objective', (10, 14)), ('our ELMo representations', (15, 18)), ('downstream tasks', (29, 31))]",[],[],[],[]
model,"In contrast , after pretraining the biLM with unlabeled data , we fix the weights and add additional taskspecific model capacity , allowing us to leverage large , rich and universal biLM representations for cases where downstream training data size dictates a smaller supervised model .","[('with', (7, 8)), ('fix', (12, 13)), ('add', (16, 17)), ('allowing us to leverage', (22, 26)), ('for cases', (33, 35)), ('dictates', (40, 41))]","[('biLM', (6, 7)), ('unlabeled data', (8, 10)), ('weights', (14, 15)), ('additional taskspecific model capacity', (17, 21)), ('large , rich and universal biLM representations', (26, 33)), ('downstream training data size', (36, 40)), ('smaller supervised model', (42, 45))]",[],[],[],[]
